timestamp|log_type|src_ip|user|hostname|dst|method|url|action|category|risk|bytes|qtype|answer|details|record_id
2026-06-15T11:28:00+08:00|DNS|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000383
2026-06-15T11:30:00+08:00|DNS|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000384
2026-06-15T11:45:00+08:00|HTTP|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|mdn-docs.example|GET|https://mdn-docs.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000385
2026-06-15T12:10:15+08:00|HTTP|198.18.1.11|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|low|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000386
2026-06-15T12:10:15+08:00|HTTP|198.18.1.12|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/common/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000387
2026-06-15T12:10:15+08:00|HTTP|198.18.1.13|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000388
2026-06-15T13:18:00+08:00|HTTP|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000389
2026-06-15T13:38:00+08:00|DNS|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000390
2026-06-15T13:40:00+08:00|DNS|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000391
2026-06-15T13:55:00+08:00|HTTP|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|press-releases.example|GET|https://press-releases.example/|PERMITTED|News|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000392
2026-06-15T15:05:00+08:00|HTTP|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|technews.example|GET|https://technews.example/|PERMITTED|News|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000393
2026-06-15T15:28:00+08:00|HTTP|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000394
2026-06-15T15:48:00+08:00|DNS|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000395
2026-06-15T15:50:00+08:00|DNS|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000396
2026-06-15T17:00:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000397
2026-06-15T17:15:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|social-media.example|GET|https://social-media.example/|PERMITTED|Social|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000398
2026-06-15T17:38:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000399
2026-06-15T17:58:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000400
2026-06-16T08:05:00+08:00|DNS|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000401
2026-06-16T08:07:00+08:00|DNS|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000402
2026-06-16T08:22:00+08:00|HTTP|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|kb-azure.example|GET|https://kb-azure.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000403
2026-06-16T08:45:00+08:00|HTTP|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000404
2026-06-16T10:15:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000405
2026-06-16T10:17:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000406
2026-06-16T10:32:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|docs.dev.example|GET|https://docs.dev.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000407
2026-06-16T10:55:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000408
2026-06-16T13:10:15+08:00|HTTP|198.18.1.11|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|low|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000409
2026-06-16T13:10:15+08:00|HTTP|198.18.1.12|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/common/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000410
2026-06-16T13:10:15+08:00|HTTP|198.18.1.13|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000411
2026-06-16T13:15:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000412
2026-06-16T13:35:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000413
2026-06-16T13:37:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000414
2026-06-16T13:52:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|press-releases.example|GET|https://press-releases.example/|PERMITTED|News|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000415
2026-06-16T15:02:00+08:00|HTTP|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|technews.example|GET|https://technews.example/|PERMITTED|News|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000416
2026-06-16T15:25:00+08:00|HTTP|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000417
2026-06-16T15:45:00+08:00|DNS|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000418
2026-06-16T15:47:00+08:00|DNS|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000419
2026-06-16T17:12:00+08:00|HTTP|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|social-media.example|GET|https://social-media.example/|PERMITTED|Social|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000420
2026-06-16T17:35:00+08:00|HTTP|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000421
2026-06-16T17:55:00+08:00|DNS|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000422
2026-06-16T17:57:00+08:00|DNS|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000423
2026-06-17T06:55:00+08:00|HTTP|10.12.2.15|svc-backup@bloomline-tech.com|BLM-BKP-01|graph.microsoft.com|POST|https://graph.microsoft.com/v1.0/me/drive/recent|PERMITTED|Backup|low|0|-|-|agent=GraphClient/1.0;app=ServiceAccount|S-0000424
2026-06-17T06:55:00+08:00|HTTP|10.12.2.16|svc-patch@bloomline-tech.com|BLM-PAT-01|graph.microsoft.com|POST|https://graph.microsoft.com/v1.0/me/drive/recent|PERMITTED|Backup|low|0|-|-|agent=GraphClient/1.0;app=ServiceAccount|S-0000425
2026-06-17T06:55:00+08:00|HTTP|10.12.2.17|svc-monitor@bloomline-tech.com|BLM-MON-01|graph.microsoft.com|POST|https://graph.microsoft.com/v1.0/me/drive/recent|PERMITTED|Backup|low|0|-|-|agent=GraphClient/1.0;app=ServiceAccount|S-0000426
2026-06-17T08:02:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000427
2026-06-17T08:04:00+08:00|DNS|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000428
2026-06-17T08:19:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|kb-azure.example|GET|https://kb-azure.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000429
2026-06-17T08:42:00+08:00|HTTP|10.12.20.34|sarah.tan@bloomline-tech.com|BLM-HR-34|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000430
2026-06-17T10:12:00+08:00|DNS|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000431
2026-06-17T10:14:00+08:00|DNS|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000432
2026-06-17T10:29:00+08:00|HTTP|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|docs.dev.example|GET|https://docs.dev.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000433
2026-06-17T10:52:00+08:00|HTTP|10.12.20.60|jason.lee@bloomline-tech.com|BLM-SLS-60|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000434
2026-06-17T12:02:00+08:00|HTTP|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000435
2026-06-17T12:22:00+08:00|DNS|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000436
2026-06-17T12:24:00+08:00|DNS|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000437
2026-06-17T12:39:00+08:00|HTTP|10.12.20.80|omar.farouk@bloomline-tech.com|BLM-PRC-80|meet-attend.example|GET|https://meet-attend.example/|PERMITTED|Conferencing|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000438
2026-06-17T13:12:00+08:00|HTTP|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000439
2026-06-17T13:32:00+08:00|DNS|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000440
2026-06-17T13:34:00+08:00|DNS|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000441
2026-06-17T13:49:00+08:00|HTTP|10.12.20.105|priya.raman@bloomline-tech.com|BLM-PRW-01|press-releases.example|GET|https://press-releases.example/|PERMITTED|News|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000442
2026-06-17T14:10:15+08:00|HTTP|198.18.1.11|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|low|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000443
2026-06-17T14:10:15+08:00|HTTP|198.18.1.12|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/common/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000444
2026-06-17T14:10:15+08:00|HTTP|198.18.1.13|-|-|login.microsoftonline.com|POST|https://login.microsoftonline.com/global/oauth2/token|PERMITTED|Identity|high|0|-|-|agent=python-requests/2.31.0;app=unknown|S-0000445
2026-06-17T15:22:00+08:00|HTTP|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000446
2026-06-17T15:42:00+08:00|DNS|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000447
2026-06-17T15:44:00+08:00|DNS|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000448
2026-06-17T15:59:00+08:00|HTTP|10.12.20.12|david.ow@bloomline-tech.com|BLM-IT-12|technews.example|GET|https://technews.example/|PERMITTED|News|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000449
2026-06-17T17:09:00+08:00|HTTP|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|social-media.example|GET|https://social-media.example/|PERMITTED|Social|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000450
2026-06-17T17:32:00+08:00|HTTP|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000451
2026-06-17T17:52:00+08:00|DNS|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000452
2026-06-17T17:54:00+08:00|DNS|10.12.20.21|mei.ling@bloomline-tech.com|BLM-HR-21|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000453
2026-06-18T08:01:00+08:00|DNS|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000454
2026-06-18T08:16:00+08:00|HTTP|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|kb-azure.example|GET|https://kb-azure.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000455
2026-06-18T08:39:00+08:00|HTTP|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000456
2026-06-18T08:59:00+08:00|DNS|10.12.20.31|rahim.bakar@bloomline-tech.com|BLM-LGL-31|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000457
2026-06-18T10:09:00+08:00|DNS|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000458
2026-06-18T10:11:00+08:00|DNS|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000459
2026-06-18T10:26:00+08:00|HTTP|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|docs.dev.example|GET|https://docs.dev.example/|PERMITTED|Reference|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000460
2026-06-18T10:49:00+08:00|HTTP|10.12.20.40|wei.jie@bloomline-tech.com|BLM-OPS-40|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000461
2026-06-18T12:19:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000462
2026-06-18T12:21:00+08:00|DNS|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000463
2026-06-18T12:36:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|meet-attend.example|GET|https://meet-attend.example/|PERMITTED|Conferencing|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000464
2026-06-18T12:59:00+08:00|HTTP|10.12.20.70|michelle.koh@bloomline-tech.com|BLM-MKT-70|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000465
2026-06-18T15:19:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000466
2026-06-18T15:39:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000467
2026-06-18T15:41:00+08:00|DNS|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|graph.microsoft.com|-|-|RESOLVED|DNS|low|50|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000468
2026-06-18T15:56:00+08:00|HTTP|10.12.20.50|nadia.rahman@bloomline-tech.com|BLM-FIN-50|technews.example|GET|https://technews.example/|PERMITTED|News|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000469
2026-06-18T17:06:00+08:00|HTTP|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|social-media.example|GET|https://social-media.example/|PERMITTED|Social|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000470
2026-06-18T17:29:00+08:00|HTTP|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|statics.teams.cdn.office.net|GET|https://www.office.com/|PERMITTED|Productivity|low|0|-|-|agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36;app=Browser|S-0000471
2026-06-18T17:49:00+08:00|DNS|10.12.20.13|kelvin.tan@bloomline-tech.com|BLM-IT-13|login.microsoftonline.com|-|-|RESOLVED|DNS|low|51|A|20.190.160.45|query_type=STANDARD;response_code=NOERROR;source=internal;app=Browser|S-0000472
